COLUMN01,COLUMN02,COLUMN03,COLUMN04,COLUMN05,COLUMN06,COLUMN07,COLUMN08,COLUMN09,COLUMN10,COLUMN11,COLUMN12,COLUMN13,COLUMN14,COLUMN15,COLUMN16,COLUMN17,COLUMN18,COLUMN19,COLUMN20,COLUMN21,COLUMN22,COLUMN23,COLUMN24,COLUMN25,COLUMN26,COLUMN27,COLUMN28,COLUMN29,COLUMN30,COLUMN31,COLUMN32,COLUMN33,COLUMN34,COLUMN35,COLUMN36,COLUMN37,COLUMN38,COLUMN39,COLUMN40,COLUMN41,COLUMN42,COLUMN43,COLUMN44,COLUMN45,COLUMN46,COLUMN47,COLUMN48,COLUMN49,COLUMN50,COLUMN51,COLUMN52,COLUMN53,COLUMN54,COLUMN55
462024,000009.SZ,101724000,139600,146100,136200,144800,144800,144900,145000,145100,145200,145300,145400,145500,145600,145700,400,26400,194400,53400,87500,74800,60200,80200,64900,30700,144700,144600,144500,144400,144300,144200,144100,144000,143900,143800,27400,124100,42200,96100,45700,50600,61700,87200,6700,37100,51036116,726454718,5682918,18975622,153600,125600,137700,150900
462504,000009.SZ,101727000,139600,146100,136200,144900,145000,145100,145200,145300,145400,145500,145600,145700,145800,145900,195700,52500,87500,74900,60200,80200,64900,30700,134600,85400,144900,144700,144600,144500,144400,144300,144200,144100,144000,143900,56800,39600,74100,42200,93900,45900,50600,61700,87200,6700,51082816,727131298,5703318,18999422,153600,125600,137700,150900
462968,000009.SZ,101730000,139600,146100,136200,144900,145000,145100,145200,145300,145400,145500,145600,145700,145800,145900,174200,55600,87500,74900,60200,79200,64900,30700,134600,85400,144900,144800,144700,144600,144500,144400,144300,144200,144100,144000,67100,900,59900,74100,42200,95500,45900,50600,61700,86600,51111016,727540140,5747418,19071222,153600,125600,137800,150900
463552,000009.SZ,101733000,139600,146100,136200,144900,145000,145100,145200,145300,145400,145500,145600,145700,145800,145900,153800,55600,88400,74900,60200,79200,64900,30700,134600,85400,144900,144800,144700,144600,144500,144400,144300,144200,144100,144000,62100,1700,69300,74100,42200,100500,47900,50600,61700,86600,51147016,728062087,5757618,19073322,153600,125600,137800,150900
463937,000009.SZ,101736000,139600,146100,136200,144900,145000,145100,145200,145300,145400,145500,145600,145700,145800,145900,147200,55600,68400,74900,60200,80800,64900,30700,133600,85400,144900,144800,144700,144600,144500,144400,144300,144200,144100,144000,44700,10000,69300,79000,41200,100500,47900,50600,61800,86600,51189616,728679483,5769818,19054122,153600,125600,137800,150900
464409,000009.SZ,101739000,139600,146100,136200,144900,145000,145100,145200,145300,145400,145500,145600,145700,145800,145900,143300,55600,70300,74900,60300,80800,64900,30700,133600,85400,144900,144800,144700,144600,144500,144400,144300,144200,144100,144000,43200,16000,69300,78800,41200,100500,47900,50600,61800,86600,51194016,728743259,5776418,19068022,153600,125600,137800,150900
464882,000009.SZ,101742000,139600,146100,136200,144900,145000,145100,145200,145300,145400,145500,145600,145700,145800,145900,145800,55600,70300,74900,60300,79800,65900,30700,134600,85400,144900,144800,144700,144600,144500,144400,144300,144200,144100,144000,37900,49100,70300,78200,42200,101700,48500,50600,61800,86600,51218116,729092612,5808518,19075222,153600,125600,137800,150900
465358,000009.SZ,101745000,139600,146100,136200,144900,145000,145100,145200,145300,145400,145500,145600,145700,145800,145900,64700,55600,70300,74900,60200,79800,65900,30700,134600,86400,144900,144800,144700,144600,144500,144400,144300,144200,144100,144000,24300,84400,70300,78200,42200,101700,48500,49800,61800,86600,51321516,730591684,5827818,18997122,153600,125600,137900,151000
465851,000009.SZ,101748000,139600,146100,136200,145000,145100,145200,145300,145400,145500,145600,145700,145800,145900,146000,49400,73400,74900,60200,81600,65900,30700,134600,86400,295600,145000,144900,144800,144700,144600,144500,144400,144300,144200,144100,88200,19700,95400,70300,78200,46600,101700,47900,48300,61800,51407516,731838638,5911418,18955722,153600,125600,138000,151000
466313,000009.SZ,101751000,139600,146100,136200,145100,145200,145300,145400,145500,145600,145700,145800,145900,146000,146100,73400,74900,60200,81600,65900,30700,134600,87900,298000,109600,145100,145000,144900,144800,144700,144600,144500,144400,144300,144200,13800,53900,24500,95600,65400,78200,24600,101700,47900,48300,51508616,733305082,5887518,18915322,153600,125600,137900,151000
466807,000009.SZ,101754000,139600,146100,136200,145100,145200,145300,145400,145500,145600,145700,145800,145900,146000,146100,59800,78000,60400,81600,65900,30700,134600,87900,292900,109600,145100,145000,144900,144800,144700,144600,144500,144400,144300,144200,17800,94200,22600,91000,45100,78100,24700,101700,47900,48300,51529916,733614262,5902718,18904922,153600,125600,137900,151000
467278,000009.SZ,101757000,139600,146100,136200,145200,145300,145400,145500,145600,145700,145800,145900,146000,146100,146200,78000,60400,81800,65900,30700,134600,89900,292500,111500,65500,145200,145100,145000,144900,144800,144700,144600,144500,144400,144300,59400,19300,98200,25300,83000,45100,67800,25700,103500,47900,51598416,734608846,5954218,18859922,153600,125600,138000,151000
467810,000009.SZ,101800000,139600,146100,136200,145400,145600,145700,145800,145900,146000,146100,146200,146300,146400,146500,65900,30700,133500,89900,291700,112500,65500,60100,61200,233600,145400,145300,145200,145100,145000,144900,144800,144700,144600,144500,32400,44700,66300,41200,91000,25300,83000,45100,62800,25000,51851716,738291818,6044418,18700922,153600,125600,138100,151100
468298,000009.SZ,101803000,139600,146100,136200,145600,145600,145700,145800,145900,146000,146100,146200,146300,146400,146500,65800,30700,133500,89900,292500,112300,66200,60100,61200,233600,145500,145400,145300,145200,145100,145000,144900,144800,144700,144600,200,26400,57700,70600,40300,82700,22900,83000,45100,62800,51864816,738482364,6046718,18734922,153600,125600,138100,151100
468698,000009.SZ,101806000,139600,146100,136200,145600,145600,145700,145800,145900,146000,146100,146200,146300,146400,146500,59000,30700,132800,89900,295500,112300,66200,60100,61200,233600,145400,145300,145200,145100,145000,144900,144800,144700,144600,144500,25000,63200,72500,10700,84200,20000,83400,48300,62800,25300,51874016,738616288,6023918,18728022,153600,125600,138100,151100
469163,000009.SZ,101809000,139600,146100,136200,145900,145900,146000,146100,146200,146300,146400,146500,146600,146700,146800,19600,269700,112300,66200,59400,61200,233600,247600,28800,391500,145700,145600,145500,145400,145300,145200,145100,145000,144900,144800,1700,12100,17400,23100,54000,66200,9800,84200,20000,83400,52229016,743791775,6033418,18412222,153600,125600,138100,151200
469674,000009.SZ,101812000,139600,146100,136200,145600,145800,145900,146000,146100,146200,146300,146400,146500,146600,146700,400,53600,270000,113300,65700,59400,60800,231600,247600,29100,145600,145500,145400,145300,145200,145100,145000,144900,144800,144700,12000,17900,23500,52900,65400,9800,60600,19200,83400,48300,52295316,744757215,6006618,18472822,153600,125600,138100,151100
470105,000009.SZ,101815000,139600,146100,136200,145800,145800,145900,146000,146100,146200,146300,146400,146500,146600,146700,3500,19200,245900,111500,75700,58900,60800,229600,247600,29100,145600,145500,145400,145300,145200,145100,145000,144900,144800,144700,11100,800,1200,10700,63200,7800,36900,18900,48400,48300,52349916,745553521,5861218,18440022,153600,125600,137900,151200
470587,000009.SZ,101818000,139600,146100,136200,145500,145500,145700,145800,145900,146000,146100,146200,146300,146400,146500,1100,900,24700,13500,244100,110500,74000,58900,60800,227100,145400,145300,145200,145100,145000,144900,144800,144700,144600,144500,1200,10700,3800,8100,36900,18900,45900,30500,62800,25300,52397316,746244300,5764718,18588422,153600,125600,137800,151100
471054,000009.SZ,101821000,139600,146100,136200,145600,145600,145700,145800,145900,146000,146100,146200,146300,146400,146500,28300,4500,4300,3500,185000,110500,73500,58900,60800,226800,145400,145300,145200,145100,145000,144900,144800,144700,144600,144500,1200,13800,23200,8100,47900,18900,45000,29500,63300,25300,52521816,748059926,5779018,18543822,153600,125600,137800,151100
471539,000009.SZ,101824000,139600,146100,136200,145700,145700,145800,145900,146000,146100,146200,146300,146400,146500,146600,20600,15800,10300,165900,110300,73500,57900,60800,226800,247300,145600,145500,145400,145300,145200,145100,145000,144900,144800,144700,46500,4300,1100,12500,23200,13600,48300,18700,14200,29500,52594116,749112601,5687218,18594822,153600,125600,137700,151100
472017,000009.SZ,101827000,139600,146100,136200,145500,145500,145600,145700,145800,145900,146000,146100,146200,146300,146400,22200,12900,23400,22000,15700,251200,110300,75100,57900,60800,145400,145300,145200,145100,145000,144900,144800,144700,144600,144500,100,16800,23200,13800,49300,18700,14200,29500,3500,28100,52669316,750207300,5640818,18735722,153600,125600,137600,151100
472478,000009.SZ,101830000,139600,146100,136200,145600,145700,145800,145900,146000,146100,146200,146300,146400,146500,146600,23100,28700,32800,256400,112000,75100,58000,60800,226800,250200,145600,145400,145300,145200,145100,145000,144900,144800,144700,144600,94700,2000,8400,23200,23200,50500,18700,14200,29500,3500,52724216,751006389,5739618,18746422,153600,125600,137800,151100
473051,000009.SZ,101833000,139600,146100,136200,145600,145700,145800,145900,146000,146100,146200,146300,146400,146500,146600,16900,29700,46500,260800,112200,74700,58000,60800,226800,251200,145600,145500,145400,145300,145200,145100,145000,144900,144800,144700,71600,8500,2000,8400,23200,23200,50500,18700,8700,29500,52755616,751463639,5717118,18788622,153600,125600,137700,151100
473444,000009.SZ,101836000,139600,146100,136200,145500,145600,145700,145800,145900,146000,146100,146200,146300,146400,146500,15684,23400,29700,64300,264300,112200,74800,58000,60800,229300,145500,145300,145200,145100,145000,144900,144800,144700,144600,144500,4500,8700,23200,23200,50500,18700,8700,29500,3500,28300,52855316,752915127,5645018,18832006,153600,125600,137600,151100
473928,000009.SZ,101839000,139600,146100,136200,145600,145600,145700,145800,145900,146000,146100,146200,146300,146400,146500,33384,25400,31200,66400,291200,111900,74800,58000,60800,230800,145500,145300,145200,145100,145000,144900,144800,144700,144600,144500,22800,8700,23200,23600,51000,14800,8700,29500,3500,33300,52908116,753683488,5665818,18885406,153600,125600,137700,151100
474414,000009.SZ,101842000,139600,146100,136200,145500,145600,145700,145800,145900,146000,146100,146200,146300,146400,146500,119384,40600,39300,77900,295400,111900,74900,58000,61100,230900,145400,145300,145200,145100,145000,144900,144800,144700,144600,144500,2100,8600,23400,24000,51000,14800,9900,29500,3500,33300,52987416,754837559,5643318,19045106,153600,125600,137600,151000
474897,000009.SZ,101845000,139600,146100,136200,145500,145500,145600,145700,145800,145900,146000,146100,146200,146300,146400,1400,186184,48800,41100,89800,289700,111900,74900,58000,61100,145400,145300,145200,145100,145000,144900,144800,144700,144600,144500,1200,9100,23400,25000,53000,14800,9900,29500,3500,33300,53013816,755221760,5655618,19145606,153600,125600,137600,151000
475359,000009.SZ,101848000,139600,146100,136200,145600,145600,145700,145800,145900,146000,146100,146200,146300,146400,146500,158784,49000,37100,96600,295600,112100,74900,58000,61100,233200,145300,145200,145100,145000,144900,144800,144700,144600,144500,144400,10200,3400,25000,53000,14800,9900,29500,3500,33300,101700,53064816,755964132,5635918,19125296,153600,125600,137600,151000
475823,000009.SZ,101851000,139600,146100,136200,145500,145500,145600,145700,145800,145900,146000,146100,146200,146300,146400,6700,99700,48300,39600,98400,307000,112100,75900,58000,62600,145300,145200,145100,145000,144900,144800,144700,144600,144500,144400,8600,3200,24700,53000,14800,9900,29500,3500,33300,101700,53091616,756353861,5601818,19102512,153600,125600,137600,151000
476306,000009.SZ,101854000,139600,146100,136200,145400,145400,145500,145600,145700,145800,145900,146000,146100,146200,146300,7000,26900,132300,44400,46700,102200,319600,114100,77900,58700,145300,145200,145100,145000,144900,144800,144700,144600,144500,144400,3200,4600,24700,53700,14800,9900,29500,3500,33200,101700,53094416,756394565,5599818,19185012,153600,125600,137600,151000
476794,000009.SZ,101857000,139600,146100,136200,145400,145400,145500,145600,145700,145800,145900,146000,146100,146200,146300,6100,48500,140100,44400,47700,113200,321900,114000,77900,58700,145300,145200,145100,145000,144900,144800,144700,144600,144500,144400,100,5000,24700,53700,14800,9900,29500,4500,33200,101700,53109916,756619893,5598118,19232112,153600,125600,137600,151000
477251,000009.SZ,101900000,139600,146100,136200,145300,145300,145400,145500,145600,145700,145800,145900,146000,146100,146200,119200,100,50100,147400,44400,48800,110200,322500,113900,77900,145200,145100,145000,144900,144800,144700,144600,144500,144400,144300,6200,26900,53700,14800,9900,29500,6300,33200,101700,14500,53120116,756768182,5604118,19382412,153600,125600,137600,151000
477769,000009.SZ,101903000,139600,146100,136200,145300,145300,145400,145500,145600,145700,145800,145900,146000,146100,146200,115200,7400,63400,146900,44400,49300,110200,323400,113900,77900,145200,145100,145000,144900,144800,144700,144600,144500,144400,144300,3200,26900,52700,14800,8600,28800,6300,32700,101700,14500,53134116,756971572,5587518,19423512,153600,125600,137600,151000
478209,000009.SZ,101906000,139600,146100,136200,145000,144900,145000,145200,145300,145400,145500,145600,145700,145800,145900,42000,19700,18600,229500,9900,61000,147900,43900,50400,110700,144800,144700,144600,144500,144400,144300,144200,144100,144000,143900,8600,30100,6300,33000,101700,14500,11400,28800,68500,7200,53236416,758455211,5491318,19612712,153600,125600,137400,150900
478692,000009.SZ,101909000,139600,146100,136200,144700,144800,144900,145000,145200,145300,145400,145500,145600,145700,145800,26400,2200,20000,23000,235800,11200,55800,147900,43900,50400,144700,144600,144500,144400,144300,144200,144100,144000,143900,143800,11200,6300,32000,102700,14500,11400,28800,80500,7200,36900,53273116,758986530,5475418,19656612,153600,125600,137400,150900
479194,000009.SZ,101912000,139600,146100,136200,144700,144700,144800,144900,145000,145100,145200,145300,145400,145500,145600,22300,19900,2200,20000,10000,26200,239200,11300,86400,157800,144600,144500,144400,144300,144200,144100,144000,143900,143800,143700,5300,32000,103100,14500,11400,28800,80500,7200,36900,4200,53288516,759209372,5460418,19733612,153600,125600,137400,150900
479686,000009.SZ,101915000,139600,146100,136200,144600,144700,144800,144900,145000,145100,145200,145300,145400,145500,145600,23400,21600,2200,40500,10100,27900,219300,7500,87000,62600,144600,144500,144400,144300,144200,144100,144000,143900,143800,143700,11500,32500,103100,15200,11400,28800,80500,7200,36900,4200,53295016,759303386,5467718,19683812,153600,125600,137400,150900
480217,000009.SZ,101918000,139600,146100,136200,144600,144700,144800,144900,145000,145100,145200,145300,145400,145500,145600,29000,21600,2200,40500,100,30400,123100,7500,87500,63100,144600,144500,144400,144300,144200,144100,144000,143900,143800,143700,12200,59700,101600,15200,11400,28800,80500,7200,35900,4200,53301816,759401728,5498918,19573112,153600,125600,137400,150900
480660,000009.SZ,101921000,139600,146100,136200,144700,144700,144800,144900,145000,145100,145200,145300,145400,145500,145600,9200,21600,4500,40800,200,44200,121400,7500,82500,62700,144500,144400,144300,144200,144100,144000,143900,143800,143700,143600,19300,101600,15200,11500,28800,80500,7200,35900,4200,27400,53368416,760364394,5447418,19607812,153600,125600,137400,150900
481162,000009.SZ,101924000,139600,146100,136200,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,12700,5300,8400,21600,4500,43800,200,43600,122600,6500,144400,144300,144200,144100,144000,143900,143800,143700,143600,143500,81000,17600,11500,28800,82000,7200,35900,4200,27400,20700,53415916,761050573,5411618,19641912,153600,125600,137300,150900
481646,000009.SZ,101927000,139600,146100,136200,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,145500,16400,8400,21600,4500,55300,200,43100,121600,6500,82900,144500,144400,144300,144200,144100,144000,143900,143800,143700,143600,3600,80500,17600,11500,28800,82000,7200,35900,4200,27400,53429816,761251422,5405418,19672912,153600,125600,137300,150900
482158,000009.SZ,101930000,139600,146100,136200,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,145500,16900,9300,22400,4500,56400,100,45100,121600,6800,82900,144500,144400,144300,144200,144100,144000,143900,143800,143700,143600,14500,84300,15500,11800,25600,83000,7200,35900,4200,27400,53437016,761355478,5415818,19836912,153600,125600,137300,150900
482685,000009.SZ,101933000,139600,146100,136200,144600,144600,144700,144800,144900,145000,145100,145200,145300,145400,145500,25600,8800,22400,4500,35900,100,46100,121600,6600,82900,144500,144400,144300,144200,144100,144000,143900,143800,143700,143600,21200,85100,14800,11800,26300,82400,7200,35900,4200,27400,53443016,761442181,5423318,19838112,153600,125600,137300,150900
483069,000009.SZ,101936000,139600,146100,136200,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,145500,23600,8600,26500,4500,35900,100,46200,121600,6600,84100,144500,144400,144300,144200,144100,144000,143900,143800,143700,143600,7200,88300,14800,11800,26300,89600,7200,35800,4200,27400,53469916,761830981,5428118,19858212,153600,125600,137400,150900
483546,000009.SZ,101939000,139600,146100,136200,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,17700,2500,16100,26500,4500,33000,100,45300,121600,8300,144400,144300,144200,144100,144000,143900,143800,143700,143600,143500,84500,14800,13200,26300,90700,7200,35800,4200,27400,22200,53512616,762448161,5421418,19870312,153600,125600,137300,150900
484016,000009.SZ,101942000,139600,146100,136200,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,145500,37900,17400,25300,4500,33500,100,29700,121600,8300,87100,144500,144400,144300,144200,144100,144000,143900,143800,143700,143600,700,77800,14800,13200,26300,85200,7200,35800,4200,27400,53568816,763260149,5408618,20024212,153600,125600,137300,150900
484511,000009.SZ,101945000,139600,146100,136200,144500,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,29700,44900,17400,24700,4500,38900,1100,29700,121500,8300,144400,144300,144200,144100,144000,143900,143800,143700,143600,143500,78600,14800,13200,31300,85200,7200,35800,4200,27400,22200,53574216,763338163,5413518,20092112,153600,125600,137300,150800
484979,000009.SZ,101948000,139600,146100,136200,144500,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,21900,45100,17400,24700,4500,38900,1100,59700,121500,8300,144400,144300,144200,144100,144000,143900,143800,143700,143600,143500,71800,15800,13200,31300,89500,7200,35800,4200,27400,22200,53607616,763820717,5413118,20120212,153600,125600,137300,150800
485451,000009.SZ,101951000,139600,146100,136200,144500,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,26600,46200,16900,24200,4500,39100,3100,61700,124100,8300,144400,144300,144200,144100,144000,143900,143800,143700,143600,143500,75300,15800,13200,31500,89500,7200,36100,4200,27400,22200,53620616,764008557,5416618,20138112,153600,125600,137300,150800
485950,000009.SZ,101954000,139600,146100,136200,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,15200,46700,16900,23100,4500,39200,3100,61300,124100,8300,144400,144300,144200,144100,144000,143900,143800,143700,143600,143500,62800,16700,14900,31500,90200,7200,36100,4200,27400,22200,53649916,764431811,5408418,20141712,153600,125600,137300,150800
486425,000009.SZ,101957000,139600,146100,136200,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,10200,46300,16900,23100,4500,39400,4100,61500,124100,8300,144400,144300,144200,144100,144000,143900,143800,143700,143600,143500,53500,16900,29800,32200,91800,7200,36100,4200,27400,22200,53675716,764804540,5414218,20143312,153600,125600,137300,150800
486893,000009.SZ,102000000,139600,146100,136200,144500,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,15600,46900,16100,23100,4800,44100,4100,61300,124100,8300,144400,144300,144200,144100,144000,143900,143800,143700,143600,143500,55000,16900,29800,32200,91900,7200,36100,3500,27400,24800,53683616,764918693,5416718,20173012,153600,125600,137300,150800
487443,000009.SZ,102003000,139600,146100,136200,144500,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,9700,26900,15000,23100,4800,44100,4100,61300,124100,8300,144400,144300,144200,144100,144000,143900,143800,143700,143600,143500,82600,16900,29900,34000,91900,7200,36100,3500,27400,24800,53691416,765031385,5448718,20165512,153600,125600,137400,150800
487869,000009.SZ,102006000,139600,146100,136200,144400,144300,144400,144500,144600,144700,144800,144900,145000,145100,145200,300,15900,108500,26900,15000,23100,4800,64900,4100,61300,144200,144100,144000,143900,143800,143700,143600,143500,143400,143300,25300,34000,90400,7200,36100,3500,27400,24800,10500,19100,53814516,766808603,5343418,20310712,153600,125600,137200,150800
488365,000009.SZ,102009000,139600,146100,136200,144500,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,10100,112800,26900,13700,23100,4800,64900,5100,61300,123000,144200,144100,144000,143900,143800,143700,143600,143500,143400,143300,25300,39700,90400,7200,36100,3500,27400,24800,10500,19100,53868316,767585722,5339218,20319612,153600,125600,137200,150800
488848,000009.SZ,102012000,139600,146100,136200,144400,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,22000,114500,26900,13700,23100,4800,61700,5500,61300,123100,144200,144100,144000,143900,143800,143700,143600,143500,143400,143300,7600,39600,90400,7200,36100,3500,27400,24800,10500,19100,53896916,767998329,5319718,20351112,153600,125600,137200,150800
489331,000009.SZ,102015000,139600,146100,136200,144300,144300,144400,144500,144600,144700,144800,144900,145000,145100,145200,2000,26600,118200,26900,13700,23100,4800,71500,3500,61300,144200,144100,144000,143900,143800,143700,143600,143500,143400,143300,11000,36800,89900,7400,36100,3500,27400,24800,10500,19100,53906916,768142560,5317618,20378312,153600,125600,137200,150800
489805,000009.SZ,102018000,139600,146100,136200,144200,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,15400,120500,26400,13700,23100,4800,68100,3500,61300,123100,144200,144100,144000,143900,143800,143700,143600,143500,143400,143300,11600,36800,89500,7400,36100,18500,27400,26800,10500,19100,53923516,768382206,5331418,20355312,153600,125600,137200,150800
490289,000009.SZ,102021000,139600,146100,136200,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,122300,25100,13700,23100,4800,68100,3500,61300,123100,9900,144400,144300,144200,144100,144000,143900,143800,143700,143600,143500,34100,500,12100,37000,90000,7400,36100,18500,27400,26800,53954016,768822628,5368118,20347612,153600,125600,137300,150800
490773,000009.SZ,102024000,139600,146100,136200,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,121200,24300,11300,28100,4800,68200,3500,61400,121100,9900,144400,144300,144200,144100,144000,143900,143800,143700,143600,143500,8700,13800,17100,37000,91700,7400,36100,18500,27400,26800,53979416,769189404,5364918,20331412,153600,125600,137300,150800
491265,000009.SZ,102027000,139600,146100,136200,144400,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,15000,120200,24300,11300,28100,4800,71400,3500,61400,121100,144300,144200,144100,144000,143900,143800,143700,143600,143500,143400,18500,23100,37600,91700,7400,40100,18500,27400,26500,10500,53989016,769328025,5369518,20387612,153600,125600,137300,150800
491743,000009.SZ,102030000,139600,146100,136200,144400,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,59800,121500,23100,11300,28100,4800,73100,3500,61400,121100,144300,144200,144100,144000,143900,143800,143700,143600,143500,143400,18100,23600,37600,92600,7400,40700,18500,27400,26200,10500,53992516,769378561,5374018,20446512,153600,125600,137300,150800
492210,000009.SZ,102033000,139600,146100,136200,144300,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,18800,86800,23100,11300,28300,4800,73200,3500,61400,121100,144300,144200,144100,144000,143900,143800,143700,143600,143500,143400,13800,24800,30500,92700,7400,40700,18500,27400,26200,11500,54107216,771035184,5367418,20375512,153600,125600,137300,150800
492703,000009.SZ,102036000,139600,146100,136200,144400,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,6000,87000,23100,11300,28300,4800,73200,3500,61400,121100,144300,144200,144100,144000,143900,143800,143700,143600,143500,143400,19200,26800,30800,92700,7400,40700,18500,27400,26200,11500,54132316,771397558,5373018,20385012,153600,125600,137300,150800
493160,000009.SZ,102039000,139600,146100,136200,144300,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,9700,87000,23100,11300,28300,4800,78200,3500,61400,121100,144300,144200,144100,144000,143900,143800,143700,143600,143500,143400,13800,31200,31000,92000,7400,40700,18500,27400,27200,11500,54136016,771450957,5372418,20414012,153600,125600,137300,150800
493623,000009.SZ,102042000,139600,146100,136200,144300,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,21900,110300,23800,11500,28300,4800,78300,3500,61400,15900,144300,144200,144100,144000,143900,143800,143700,143600,143500,143400,12500,32200,32200,92800,6800,40700,20300,27400,29200,11500,54151516,771674756,5392418,20362512,153600,125600,137300,150800
494103,000009.SZ,102045000,139600,146100,136200,144300,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,110200,25100,11500,28300,4800,77600,3500,63400,15900,8600,144400,144300,144200,144100,144000,143900,143800,143700,143600,143500,1300,4200,33700,32200,91600,6800,44300,20300,27900,29200,54195016,772302792,5391418,20359512,153600,125600,137300,150800
494578,000009.SZ,102048000,139600,146100,136200,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,110500,25100,11500,28300,4800,77600,3500,63400,16900,9600,144400,144300,144200,144100,144000,143900,143800,143700,143600,143500,15700,8600,33700,32200,91600,6800,44300,20300,27900,29500,54215216,772594504,5410918,20379212,153600,125600,137300,150800
495042,000009.SZ,102051000,139600,146100,136200,144300,144500,144600,144700,144800,144900,145000,145100,145200,145300,145400,114300,23400,11500,29500,4800,78100,3500,63400,16900,9600,144400,144300,144200,144100,144000,143900,143800,143700,143600,143500,1900,13800,39000,32200,97500,6800,44300,20300,27900,29500,54240116,772954011,5422318,20401512,153600,125600,137300,150800
495536,000009.SZ,102054000,139600,146100,136200,144300,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,17300,115300,22800,11500,29500,4800,76000,6200,60900,16900,144300,144200,144100,144000,143900,143800,143700,143600,143500,143400,13800,39200,32200,97500,6800,44300,20300,27900,29500,11500,54246416,773044973,5423518,20419712,153600,125600,137300,150800
496054,000009.SZ,102057000,139600,146100,136200,144300,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,22700,118900,22800,11500,29500,4800,77000,6200,60900,16900,144300,144200,144100,144000,143900,143800,143700,143600,143500,143400,18300,38200,30200,97500,6800,44300,20300,27900,29500,11500,54252216,773128720,5422818,20423712,153600,125600,137300,150800
496519,000009.SZ,102100000,139600,146100,136200,144300,144400,144500,144600,144700,144800,144900,145000,145100,145200,145300,24700,115400,22800,11500,30000,4800,85000,6200,60900,16900,144300,144200,144100,144000,143900,143800,143700,143600,143500,143400,8800,38900,30200,97600,7200,44900,20300,27900,29500,11500,54263916,773297566,5417018,20433512,153600,125600,137300,150800
497046,000009.SZ,102103000,139600,146100,136200,144300,144300,144400,144500,144600,144700,144800,144900,145000,145100,145200,14000,29600,95400,22700,11500,30000,4800,85100,6200,60900,144200,144100,144000,143900,143800,143700,143600,143500,143400,143300,34300,30200,97500,7200,44900,20300,27900,30500,11500,17300,54282116,773560161,5454618,20438812,153600,125600,137400,150800
497431,000009.SZ,102106000,139600,146100,136200,144300,144300,144400,144500,144600,144700,144800,144900,145000,145100,145200,13200,32000,93200,22800,11500,27600,4800,85100,6200,58800,144200,144100,144000,143900,143800,143700,143600,143500,143400,143300,40900,31100,97500,7200,44500,20300,27900,30500,11500,17300,54315316,774039209,5463218,20439912,153600,125600,137400,150800
497903,000009.SZ,102109000,139600,146100,136200,144300,144300,144400,144500,144600,144700,144800,144900,145000,145100,145200,18400,35000,94200,22800,11500,27600,4800,85100,6200,58800,144200,144100,144000,143900,143800,143700,143600,143500,143400,143300,40400,31100,97800,7200,45900,20300,27900,30500,11500,17300,54316916,774062296,5465418,20452812,153600,125600,137400,150800
498376,000009.SZ,102112000,139600,146100,136200,144300,144300,144400,144500,144600,144700,144800,144900,145000,145100,145200,18300,41500,94200,22800,11500,27800,4500,85600,6200,58800,144200,144100,144000,143900,143800,143700,143600,143500,143400,143300,32600,31100,99800,7200,45600,21500,27900,30500,11500,17300,54328916,774235357,5460018,20466912,153600,125600,137400,150800
498864,000009.SZ,102115000,139600,146100,136200,144300,144300,144400,144500,144600,144700,144800,144900,145000,145100,145200,24300,59000,94200,22800,11500,27800,4500,85600,6200,58800,144200,144100,144000,143900,143800,143700,143600,143500,143400,143300,21900,31100,100000,7200,45600,21500,28400,30500,11500,17300,54341516,774417068,5451518,20482712,153600,125600,137400,150800
