COLUMN01,COLUMN02,COLUMN03,COLUMN04,COLUMN05,COLUMN06,COLUMN07,COLUMN08,COLUMN09,COLUMN10,COLUMN11,COLUMN12,COLUMN13,COLUMN14,COLUMN15,COLUMN16,COLUMN17,COLUMN18,COLUMN19,COLUMN20,COLUMN21,COLUMN22,COLUMN23,COLUMN24,COLUMN25,COLUMN26,COLUMN27,COLUMN28,COLUMN29,COLUMN30,COLUMN31,COLUMN32,COLUMN33,COLUMN34,COLUMN35,COLUMN36,COLUMN37,COLUMN38,COLUMN39,COLUMN40,COLUMN41,COLUMN42,COLUMN43,COLUMN44,COLUMN45,COLUMN46,COLUMN47,COLUMN48,COLUMN49,COLUMN50,COLUMN51,COLUMN52,COLUMN53,COLUMN54,COLUMN55
168351,000009.SZ,94657000,139600,141400,136200,141400,141400,141500,141600,141700,141800,141900,142000,142100,142200,142300,28900,190800,29400,41800,78200,135000,238500,14600,56300,22100,141100,141000,140900,140800,140700,140600,140500,140400,140300,140200,8200,49800,10100,29900,43800,19900,10900,16400,16900,22600,13298706,184418105,4519618,9153360,153600,125600,135500,147800
168844,000009.SZ,94700000,139600,141500,136200,141200,141400,141500,141600,141700,141800,141900,142000,142100,142200,142300,16300,174200,37400,41800,79200,135000,238900,14600,56300,22100,141200,141100,141000,140900,140800,140700,140600,140500,140400,140300,1800,13300,56900,10100,30700,43800,19900,10900,16400,16900,13348306,185119292,4535918,9194660,153600,125600,135500,147700
169333,000009.SZ,94703000,139600,141500,136200,141300,141400,141500,141600,141700,141800,141900,142000,142100,142200,142300,38700,177000,34900,41900,79700,135300,239300,14600,56300,22100,141300,141200,141100,141000,140900,140800,140700,140600,140500,140400,9600,8200,13700,56900,10100,30700,43800,19900,10900,16400,13385006,185638113,4589518,9229860,153600,125600,135600,147800
169829,000009.SZ,94706000,139600,141500,136200,141300,141300,141400,141500,141600,141700,141800,141900,142000,142100,142200,17700,39300,170700,35200,42000,79600,135300,240300,14800,56300,141200,141100,141000,140900,140800,140700,140600,140500,140400,140300,22800,14700,58400,10100,30700,43800,19900,10900,16400,16900,13413306,186038010,4599218,9262160,153600,125600,135600,147700
170347,000009.SZ,94709000,139600,141500,136200,141200,141300,141400,141500,141600,141700,141800,141900,142000,142100,142200,6800,4700,22400,51700,42000,80400,134000,241600,14800,56300,141200,141100,141000,140900,140800,140700,140600,140500,140400,140300,28000,14000,49400,10100,30700,43800,19900,10900,16400,16900,13631706,189127345,4593618,9131260,153600,125600,135600,147900
170818,000009.SZ,94712000,139600,141500,136200,141200,141200,141300,141400,141500,141600,141700,141800,141900,142000,142100,6800,51600,32800,24000,51700,42000,82300,134100,242300,14800,141100,141000,140900,140800,140700,140600,140500,140400,140300,140200,10900,49700,9600,30700,43800,19900,10900,16400,16900,22600,13677806,189778350,4570518,9247760,153600,125600,135600,147800
171363,000009.SZ,94715000,139600,141900,136200,141700,141700,141800,141900,142000,142100,142200,142300,142400,142500,142600,300,5700,35500,244300,14800,59500,20100,14900,43100,44900,141500,141400,141300,141200,141100,141000,140900,140800,140700,140600,200,10400,2000,1600,18000,35300,9600,61300,43800,19900,14140706,196333355,4617318,8921860,153600,125600,135600,148100
171795,000009.SZ,94718000,139600,141900,136200,141600,141800,141900,142000,142100,142200,142300,142400,142500,142600,142700,2600,40700,246800,14900,59500,20100,14900,46300,45900,38900,141600,141500,141400,141300,141200,141100,141000,140900,140800,140700,7991,22500,5000,5900,4500,19500,35400,9600,61300,43800,14170215,196751252,4653409,8976360,153600,125600,135700,148100
172287,000009.SZ,94721000,139600,141900,136200,141600,141600,141700,141800,141900,142000,142100,142200,142300,142400,142500,200,100,2500,40700,246400,14900,59000,21600,14900,46300,141500,141400,141300,141200,141100,141000,140900,140800,140700,140600,18091,12900,12600,6000,19500,35400,9600,63700,43800,12900,14193815,197085516,4644109,9016860,153600,125600,135600,148100
172775,000009.SZ,94724000,139600,141900,136200,141600,141600,141800,141900,142000,142100,142200,142300,142400,142500,142600,2100,6200,43900,251000,15000,59000,24800,14900,46500,45900,141500,141400,141300,141200,141100,141000,140900,140800,140700,140600,5691,5900,11200,6400,19500,33900,9600,63700,42300,12900,14226415,197547039,4591609,9086260,153600,125600,135600,148100
173316,000009.SZ,94727000,139600,141900,136200,141500,141600,141700,141800,141900,142000,142100,142200,142300,142400,142500,1200,1900,24300,47700,252700,15000,59000,24800,14900,46500,141500,141400,141300,141200,141100,141000,140900,140800,140700,140600,4291,5900,15200,6400,18000,33800,9500,63700,42300,12900,14252715,197919674,4594909,9131060,153600,125600,135600,148100
173775,000009.SZ,94730000,139600,141900,136200,141500,141500,141600,141700,141800,141900,142000,142100,142200,142300,142400,4000,1000,7409,55300,53600,255100,15300,59000,24800,14900,141400,141300,141200,141100,141000,140900,140800,140700,140600,140500,1600,15200,7800,18000,32800,9500,63700,42300,12900,2600,14280806,198317336,4582918,9210769,153600,125600,135600,148100
174229,000009.SZ,94733000,139600,141900,136200,141400,141500,141600,141700,141800,141900,142000,142100,142200,142300,142400,1400,10200,19509,70000,56400,262000,15300,59000,24900,14900,141300,141200,141100,141000,140900,140800,140700,140600,140500,140400,19700,6300,18000,32800,9500,63700,42300,12900,2300,12200,14319706,198867983,4588918,9265469,153600,125600,135600,148000
174718,000009.SZ,94736000,139600,141900,136200,141300,141400,141500,141600,141700,141800,141900,142000,142100,142200,142300,1900,1100,28100,25209,69400,82100,263900,15300,59000,24900,141300,141200,141100,141000,140900,140800,140700,140600,140500,140400,16100,8700,18000,34300,9500,59100,38300,12900,2300,12200,14339606,199149385,4580718,9365169,153600,125600,135600,148000
175219,000009.SZ,94739000,139600,141900,136200,141400,141400,141500,141600,141700,141800,141900,142000,142100,142200,142300,1700,15400,5000,31509,74100,89300,267200,15200,58000,25100,141300,141200,141100,141000,140900,140800,140700,140600,140500,140400,1600,9700,18000,36400,9500,59600,38300,12900,2300,12200,14397506,199968669,4580218,9476769,153600,125600,135600,148100
175693,000009.SZ,94742000,139600,141900,136200,141300,141300,141400,141500,141600,141700,141800,141900,142000,142100,142200,19400,3900,32300,4800,32209,74800,91300,372600,15500,59200,141100,141000,140900,140800,140700,140600,140500,140400,140300,140200,29000,40400,9500,59600,38300,12900,2300,12200,14300,14100,14420506,200293518,4582918,9707869,153600,125600,135600,147900
176185,000009.SZ,94745000,139600,141900,136200,141300,141300,141400,141500,141600,141700,141800,141900,142000,142100,142200,37700,5300,29400,7300,34509,77400,95200,373800,15500,61900,141200,141100,141000,140900,140800,140700,140600,140500,140400,140300,2600,29900,79000,9500,59600,38300,12900,2300,12200,14300,14426906,200383950,4624018,9761869,153600,125600,135600,147900
176668,000009.SZ,94748000,139600,141900,136200,141200,141200,141300,141400,141500,141600,141700,141800,141900,142000,142100,1500,25600,29700,32800,12400,32009,58700,98300,373000,15500,141100,141000,140900,140800,140700,140600,140500,140400,140300,140200,32100,81000,9500,59600,38300,12900,2300,12200,14300,14100,14446506,200660841,4618118,9878469,153600,125600,135600,148000
177177,000009.SZ,94751000,139600,141900,136200,141000,141100,141200,141300,141400,141500,141600,141700,141800,141900,142000,65900,1900,30200,31500,41900,8700,42009,58700,98300,378900,141000,140900,140800,140700,140600,140500,140400,140300,140200,140100,81300,9500,59600,37000,12900,2300,12200,14300,14100,5400,14484006,201189948,4585518,9997969,153600,125600,135600,147900
177662,000009.SZ,94754000,139600,141900,136200,141100,141100,141200,141300,141400,141500,141600,141700,141800,141900,142000,15800,15000,41600,30100,40700,11600,42009,60900,101900,378900,141000,140900,140800,140700,140600,140500,140400,140300,140200,140100,59700,10100,59600,37000,12900,2300,12200,14300,23500,5400,14581906,202571044,4571718,10038869,153600,125600,135600,147900
178167,000009.SZ,94757000,139600,141900,136200,141000,141100,141200,141300,141400,141500,141600,141700,141800,141900,142000,1000,30000,40600,28000,42400,13000,44009,30400,102900,397500,141000,140900,140800,140700,140600,140500,140400,140300,140200,140100,52600,10100,59100,37000,12900,2300,12200,14300,23500,5400,14636506,203341409,4568318,10078669,153600,125600,135600,147900
178638,000009.SZ,94800000,139600,141900,136200,141000,141100,141200,141300,141400,141500,141600,141700,141800,141900,142000,17400,26700,37600,28000,42900,13600,43609,32300,105900,401300,141000,140900,140800,140700,140600,140500,140400,140300,140200,140100,34700,9500,59100,36000,14100,2300,12200,14300,21700,5400,14676106,203899954,4542518,10129569,153600,125600,135500,147900
179155,000009.SZ,94803000,139600,141900,136200,141000,141000,141200,141300,141400,141500,141600,141700,141800,141900,142000,38200,30900,38600,28000,45400,12600,37900,34700,107200,402200,140900,140800,140700,140600,140500,140400,140300,140200,140100,140000,9500,59000,36000,14100,2300,11700,14300,21700,5400,106600,14765606,205162189,4511118,10159660,153600,125600,135500,147900
179617,000009.SZ,94806000,139600,141900,136200,141000,141000,141100,141200,141300,141400,141500,141600,141700,141800,141900,65900,16800,54700,26200,26800,41700,12800,27400,77400,107900,140900,140800,140700,140600,140500,140400,140300,140200,140100,140000,8300,29000,36000,14100,2300,11700,14300,22200,6400,106600,14782206,205396202,4489418,10357660,153600,125600,135500,147900
180111,000009.SZ,94809000,139600,141900,136200,140900,140900,141000,141100,141200,141300,141400,141500,141600,141700,141800,1500,109100,18700,58200,23100,26300,43700,12800,27400,77900,140800,140700,140600,140500,140400,140300,140200,140100,140000,139900,42100,36000,14100,2300,11700,14300,22200,7000,106900,3310,14819006,205914859,4473718,10431360,153600,125600,135500,147800
180602,000009.SZ,94812000,139600,141900,136200,140900,140900,141000,141100,141200,141300,141400,141500,141600,141700,141800,6800,113200,18700,60700,22900,25800,46100,12500,27400,40200,140800,140700,140600,140500,140400,140300,140200,140100,140000,139900,35600,36000,14100,2300,11100,14300,22200,10600,106900,3310,14847006,206309323,4470318,10389660,153600,125600,135500,147900
181062,000009.SZ,94815000,139600,141900,136200,140900,140900,141000,141100,141200,141300,141400,141500,141600,141700,141800,51600,111300,21700,58900,23800,28800,44300,12500,27400,41300,140800,140700,140600,140500,140400,140300,140200,140100,140000,139900,5300,35300,14100,4300,11100,14300,13000,13600,107000,3310,14897606,207021858,4434318,10620260,153600,125600,135400,147900
181603,000009.SZ,94818000,139600,141900,136200,140800,140800,140900,141000,141100,141200,141300,141400,141500,141600,141700,93000,69600,112900,21700,47900,24800,28800,42600,21500,27600,140700,140600,140500,140400,140300,140200,140100,140000,139900,139800,35300,14100,4300,11100,14300,13000,13100,109000,3310,19600,14932706,207516070,4467818,10753560,153600,125600,135500,147800
182067,000009.SZ,94821000,139600,141900,136200,140800,140900,141000,141100,141200,141300,141400,141500,141600,141700,141800,68000,114500,21700,43500,24600,28800,76400,21500,27200,44900,140800,140700,140600,140500,140400,140300,140200,140100,140000,139900,9200,33700,14100,4300,11100,14300,13000,15900,109400,3310,15046006,209111318,4479118,10883460,153600,125600,135500,147900
182525,000009.SZ,94824000,139600,141900,136200,141300,141400,141500,141600,141700,141800,141900,142000,142100,142200,142300,28800,76000,21500,27700,46300,81600,400900,15500,68600,41600,141300,141200,141100,141000,140900,140800,140700,140600,140500,140400,11800,700,7100,39500,38300,27200,33200,14100,4300,11100,15301406,212713791,4589918,10722260,153600,125600,135600,148100
183068,000009.SZ,94827000,139600,141900,136200,141200,141400,141500,141600,141700,141800,141900,142000,142100,142200,142300,18500,76800,21500,28700,46300,81400,400400,15500,68600,41600,141200,141100,141000,140900,140800,140700,140600,140500,140400,140300,5400,4300,30500,33000,41100,33200,14100,4800,11100,14300,15348306,213376299,4592718,10717460,153600,125600,135600,148100
183505,000009.SZ,94830000,139600,141900,136200,141300,141300,141400,141500,141600,141700,141800,141900,142000,142100,142200,300,600,76800,23500,28500,47400,81400,399400,15500,68600,141200,141100,141000,140900,140800,140700,140600,140500,140400,140300,600,7400,22500,23200,56200,33200,14100,5300,11100,14100,15386006,213909028,4594318,10709060,153600,125600,135600,148100
184056,000009.SZ,94833000,139600,141900,136200,141200,141500,141600,141700,141800,141900,142000,142100,142200,142300,142400,74700,32600,28500,48200,82100,393300,15500,68600,42600,14700,141300,141200,141100,141000,140900,140800,140700,140600,140500,140400,1500,49300,7400,26200,18600,62900,33200,14100,5300,11100,15406306,214195967,4649318,10736560,153600,125600,135700,148100
184551,000009.SZ,94836000,139600,141900,136200,141400,141500,141600,141700,141800,141900,142000,142100,142200,142300,142400,71500,32600,28500,48300,80700,397800,15500,67800,43100,14700,141400,141300,141200,141100,141000,140900,140800,140700,140600,140500,600,31100,50600,7800,26200,18600,64400,33700,14100,5300,15451706,214837931,4693318,10766360,153600,125600,135700,148100
185008,000009.SZ,94839000,139600,141900,136200,141400,141500,141600,141700,141800,141900,142000,142100,142200,142300,142400,63100,24600,28500,45600,80800,398700,15500,67800,43100,14700,141400,141300,141200,141100,141000,140900,140800,140700,140600,140500,5000,37700,48800,7800,6400,18600,68700,33700,14100,5300,15471406,215116594,4701218,10753560,153600,125600,135700,148100
185502,000009.SZ,94842000,139600,141900,136200,141300,141400,141500,141600,141700,141800,141900,142000,142100,142200,142300,19800,66500,32100,28500,46000,79100,398700,15500,70100,41100,141300,141200,141100,141000,140900,140800,140700,140600,140500,140400,30700,32000,2600,6900,18600,68300,33700,14600,5800,11100,15500806,215532229,4677518,10787860,153600,125600,135700,148100
185973,000009.SZ,94845000,139600,141900,136200,141400,141400,141500,141600,141700,141800,141900,142000,142100,142200,142300,6100,57500,32000,28000,45100,79600,399000,15500,70100,41100,141300,141200,141100,141000,140900,140800,140700,140600,140500,140400,31000,32000,2600,6900,17600,68300,33700,14600,5800,11100,15539306,216076785,4634818,10781160,153600,125600,135700,148100
186493,000009.SZ,94848000,139600,141900,136200,141500,141500,141600,141700,141800,141900,142000,142100,142200,142300,142400,31800,33000,28000,46100,79600,409200,15500,71200,41100,14900,141300,141200,141100,141000,140900,140800,140700,140600,140500,140400,68300,2700,2600,8300,17600,84100,33700,14600,5800,11100,15606706,217029919,4672718,10831560,153600,125600,135700,148100
186996,000009.SZ,94851000,139600,141900,136200,141500,141500,141600,141700,141800,141900,142000,142100,142200,142300,142400,32000,33000,28100,49800,80300,410600,15500,71200,41100,14900,141400,141300,141200,141100,141000,140900,140800,140700,140600,140500,17000,62600,1300,2600,82900,17600,84100,33700,14600,5800,15627606,217325460,4758918,10863660,153600,125600,135800,148100
187470,000009.SZ,94854000,139600,141900,136200,141500,141500,141600,141700,141800,141900,142000,142100,142200,142300,142400,5000,32400,23700,54800,80300,408400,15500,71200,41100,14900,141400,141300,141200,141100,141000,140900,140800,140700,140600,140500,39500,61800,1100,2600,84600,17600,84100,33700,14600,35800,15660706,217793775,4813018,10897060,153600,125600,135900,148100
187902,000009.SZ,94857000,139600,141900,136200,141500,141600,141700,141800,141900,142000,142100,142200,142300,142400,142500,24600,24200,54200,81000,408200,15500,71200,51600,14900,65400,141500,141400,141300,141200,141100,141000,140900,140800,140700,140600,17200,34200,58800,1100,2600,123000,17600,67500,33700,14500,15678006,218038614,4850518,10904860,153600,125600,135900,148100
188446,000009.SZ,94900000,139600,141900,136200,141600,141700,141800,141900,142000,142100,142200,142300,142400,142500,142600,6000,55000,81000,409500,15500,70200,51600,14900,65400,58100,141600,141500,141400,141300,141200,141100,141000,140900,140800,140700,8800,74500,36200,58500,1600,2900,123100,18100,67500,33700,15730906,218787791,4915618,10876960,153600,125600,136000,148100
188886,000009.SZ,94903000,139600,142200,136200,142100,142200,142300,142400,142500,142600,142700,142800,142900,143000,143100,20600,51700,13000,64900,58100,39300,109000,257500,243300,38000,142100,142000,141900,141800,141700,141600,141500,141400,141300,141200,4600,77000,44000,9000,4600,38300,95700,36200,58500,1600,16384506,228067868,5105518,10360060,153600,125600,136200,148500
189383,000009.SZ,94906000,139600,142200,136200,142000,142200,142300,142400,142500,142600,142700,142800,142900,143000,143100,14700,51700,13000,64900,58100,39300,109000,257500,245300,38000,142000,141900,141800,141700,141600,141500,141400,141300,141200,141100,64700,44000,9500,16300,44500,88600,35800,8400,1600,2900,16399706,228283884,5022318,10368160,153600,125600,136100,148500
189871,000009.SZ,94909000,139600,142300,136200,142100,142300,142400,142500,142600,142700,142800,142900,143000,143100,143200,46700,13000,64900,56500,39300,109000,257000,245200,38000,14200,142100,142000,141900,141800,141700,141600,141500,141400,141300,141200,6600,9200,40400,9700,15000,41400,68800,32900,7900,1600,16464106,229199336,4930318,10386060,153600,125600,136000,148500
190367,000009.SZ,94912000,139600,142300,136200,142100,142100,142200,142300,142400,142500,142600,142700,142800,142900,143000,10000,4200,45900,11800,66700,55500,39300,108500,257000,239700,142000,141900,141800,141700,141600,141500,141400,141300,141200,141100,2600,2000,6600,16400,40500,55500,32500,7800,1600,2500,16545706,230357882,4860418,10404860,153600,125600,135900,148500
190857,000009.SZ,94915000,139600,142300,136200,142000,142000,142100,142200,142300,142400,142500,142600,142700,142800,142900,2500,64900,8800,48200,12000,67800,55500,40300,108500,256900,141800,141700,141600,141500,141400,141300,141200,141100,141000,140900,1500,10900,40500,52000,32000,7800,1600,2500,134800,800,16596406,231077437,4838218,10464860,153600,125600,135900,148400
191343,000009.SZ,94918000,139600,142300,136200,142100,142100,142200,142300,142400,142500,142600,142700,142800,142900,143000,49300,10300,50000,12000,72300,56200,39100,110500,258600,240800,141900,141800,141700,141600,141500,141400,141300,141200,141100,141000,414,1213,4800,40500,45100,31400,7800,1600,2500,136300,16633179,231599624,4824845,10469360,153600,125600,135900,148500
191835,000009.SZ,94921000,139600,142300,136200,142000,142100,142200,142300,142400,142500,142600,142700,142800,142900,143000,4200,10800,60200,12400,71100,56000,39100,110400,258600,240300,142000,141800,141700,141600,141500,141400,141300,141200,141100,141000,56500,6313,4800,41000,45000,31400,3200,1600,2800,136300,16724379,232895212,4889131,10442060,153600,125600,136000,148500
192327,000009.SZ,94924000,139600,142300,136200,142100,142200,142300,142400,142500,142600,142700,142800,142900,143000,143100,1800,60400,26600,71100,56500,39100,106100,258600,244100,18000,142100,142000,141900,141800,141700,141600,141500,141400,141300,141200,2200,36000,7500,6913,4800,41500,45600,31200,3000,8500,16850679,234689691,4884131,10449860,153600,125600,136000,148500
192868,000009.SZ,94927000,139600,142300,136200,142200,142300,142400,142500,142600,142700,142800,142900,143000,143100,143200,60700,26600,70900,56500,42500,106100,258600,244400,18000,15500,142200,142100,142000,141900,141800,141700,141600,141500,141400,141300,32000,64400,49900,7800,10713,4700,41500,45000,30700,3000,16889379,235239836,4963531,10477560,153600,125600,136100,148500
193300,000009.SZ,94930000,139600,142300,136200,142200,142300,142400,142500,142600,142700,142800,142900,143000,143100,143200,57700,26800,73400,57000,44500,107600,258900,241100,18000,15500,142200,142100,142000,141900,141800,141700,141600,141500,141400,141300,34400,73600,51300,7800,10213,4700,41700,45000,30700,3000,16932679,235855607,4972731,10495060,153600,125600,136100,148500
193802,000009.SZ,94933000,139600,142300,136200,142200,142300,142400,142500,142600,142700,142800,142900,143000,143100,143200,45400,26800,76800,55300,44500,109500,259400,241600,21000,16100,142200,142100,142000,141900,141800,141700,141600,141500,141400,141300,37886,90800,51200,7000,9813,4700,38800,43500,30700,3000,16970193,236389236,4972817,10653060,153600,125600,136100,148500
194283,000009.SZ,94936000,139600,142400,136200,142200,142200,142300,142400,142500,142600,142700,142800,142900,143000,143100,28514,3900,31600,78000,55500,44500,112000,260400,244200,23000,142100,142000,141900,141800,141700,141600,141500,141400,141300,141200,60600,53200,7000,19813,4700,38000,41500,8600,3000,8100,17107179,238338014,4889631,10659774,153600,125600,136000,148500
194820,000009.SZ,94939000,139600,142400,136200,142200,142200,142300,142400,142500,142600,142700,142800,142900,143000,143100,3800,16814,39800,91000,59600,44500,112000,260400,249600,21500,142100,142000,141900,141800,141700,141600,141500,141400,141300,141200,59400,53400,7000,19813,1800,39100,41500,6600,2300,8100,17248079,240342385,4883531,10680874,153600,125600,136000,148500
195258,000009.SZ,94942000,139600,142400,136200,142200,142200,142300,142400,142500,142600,142700,142800,142900,143000,143100,1100,9814,40800,92000,59600,44500,113300,271100,245600,21500,142100,142000,141900,141800,141700,141600,141500,141400,141300,141200,56200,55900,7000,19813,24800,39100,40700,6600,2300,8100,17314279,241283941,4830931,10676674,153600,125600,135900,148500
195738,000009.SZ,94945000,139600,142400,136200,142200,142200,142300,142400,142500,142600,142700,142800,142900,143000,143100,600,13114,28600,97100,58800,69600,119200,271100,245400,21500,142000,141900,141800,141700,141600,141500,141400,141300,141200,141100,56100,7000,19813,24800,39100,40700,6600,2300,8100,2600,17424779,242854686,4745031,10721774,153600,125600,135900,148500
196220,000009.SZ,94948000,139600,142400,136200,142000,142100,142200,142300,142400,142500,142600,142700,142800,142900,143000,51800,53700,14414,28600,96200,59000,72600,122800,270600,250100,142000,141900,141800,141700,141600,141500,141400,141300,141200,141100,53700,400,19813,24800,39100,40300,6600,2300,8100,3600,17445179,243144518,4752431,10855374,153600,125600,135900,148400
196708,000009.SZ,94951000,139600,142400,136200,142100,142100,142200,142300,142400,142500,142600,142700,142800,142900,143000,9800,71200,16614,30300,96200,62700,72600,122500,273600,251100,142000,141900,141800,141700,141600,141500,141400,141300,141200,141100,100,20000,18913,24800,39100,38500,6600,2300,8100,3600,17623679,245679684,4649931,11356774,153600,125600,135800,148700
197190,000009.SZ,94954000,139600,142400,136200,142000,142000,142100,142200,142300,142400,142500,142600,142700,142800,142900,35800,1200,53900,17814,30600,95000,62900,73600,127500,273900,141900,141800,141700,141600,141500,141400,141300,141200,141100,141000,19000,18913,24800,39100,38500,6600,2300,14100,3600,61600,17685979,246564597,4654531,11399274,153600,125600,135800,148600
197731,000009.SZ,94957000,139600,142400,136200,141900,142000,142100,142200,142300,142400,142500,142600,142700,142800,142900,400,700,70300,16314,31100,99300,73600,73600,128500,273900,141900,141800,141700,141600,141500,141400,141300,141200,141100,141000,18800,18913,24800,39100,37500,6600,1100,15000,3600,61900,17761379,247635354,4653331,11432874,153600,125600,135800,148600
198166,000009.SZ,95000000,139600,142400,136200,142000,142000,142100,142200,142300,142400,142500,142600,142700,142800,142900,12100,5900,71100,16314,32700,104000,74100,73600,128500,273900,141900,141800,141700,141600,141500,141400,141300,141200,141100,141000,15300,18813,24800,39600,37500,6600,1100,15000,3600,61900,17781179,247916419,4613131,11474674,153600,125600,135800,148600
198695,000009.SZ,95003000,139600,142400,136200,141900,141900,142000,142100,142200,142300,142400,142500,142600,142700,142800,19000,7300,33000,72300,16314,32700,105200,74100,73600,129100,141800,141700,141600,141500,141400,141300,141200,141100,141000,140900,18913,24700,19600,37500,6600,1100,15000,3600,61900,300,17816579,248418860,4575431,11537474,153600,125600,135700,148600
199144,000009.SZ,95006000,139600,142400,136200,141900,141900,142000,142100,142200,142300,142400,142500,142600,142700,142800,46200,30500,37300,74800,17114,32700,107100,74100,74100,129100,141800,141700,141600,141500,141400,141300,141200,141100,141000,140900,3013,24700,19700,37700,6600,1100,14900,3600,62000,300,17855879,248976367,4564231,11626174,153600,125600,135700,148500
199687,000009.SZ,95009000,139600,142400,136200,141800,141900,142000,142100,142200,142300,142400,142500,142600,142700,142800,3687,55100,38100,87200,17214,33500,110100,75600,75100,129100,141800,141700,141600,141500,141400,141300,141200,141100,141000,140900,12700,25200,19700,37700,6600,1100,14700,3600,62000,300,17919792,249883087,4563418,11684961,153600,125600,135700,148600
200150,000009.SZ,95012000,139600,142400,136200,142000,142100,142200,142300,142400,142500,142600,142700,142800,142900,143000,600,2100,1314,33800,110500,75600,75100,132500,285000,258400,142000,141900,141800,141700,141600,141500,141400,141300,141200,141100,3100,400,11700,25700,19400,37200,6600,1100,14700,3600,18194579,253786848,4550418,11491274,153600,125600,135700,148700
200670,000009.SZ,95015000,139600,142400,136200,142200,142200,142300,142400,142500,142600,142700,142800,142900,143000,143100,100,21114,34600,110900,75600,75100,133000,286400,259700,32900,142100,142000,141900,141800,141700,141600,141500,141400,141300,141200,900,100,2600,10800,25700,19400,37200,6600,1100,14700,18241179,254448824,4552718,11546374,153600,125600,135700,148600
201099,000009.SZ,95018000,139600,142400,136200,142000,142100,142200,142300,142400,142500,142600,142700,142800,142900,143000,3400,900,21114,34600,110600,77000,75400,132000,286400,263200,142000,141900,141800,141700,141600,141500,141400,141300,141200,141100,500,3700,5100,28200,19400,37200,6600,1100,14700,3600,18293979,255197889,4562018,11573674,153600,125600,135700,148600
201619,000009.SZ,95021000,139600,142400,136200,142000,142000,142100,142200,142300,142400,142500,142600,142700,142800,142900,1800,800,10000,21614,35600,115400,77000,75400,133200,286300,141900,141800,141700,141600,141500,141400,141300,141200,141100,141000,9900,8800,28200,19400,37600,6600,1100,14700,4300,62000,18318379,255544553,4569118,11609574,153600,125600,135700,148600
202085,000009.SZ,95024000,139600,142400,136200,142300,142400,142500,142600,142700,142800,142900,143000,143100,143200,143300,38500,118400,79000,75400,133500,286300,273500,33000,27100,26500,142300,142200,142100,142000,141900,141800,141700,141600,141500,141400,5686,66200,3600,6100,15800,9600,28200,18700,37600,6600,18374793,256346916,4651004,11627060,153600,125600,135900,148600
202572,000009.SZ,95027000,139600,142600,136200,142300,142500,142600,142700,142800,142900,143000,143100,143200,143300,143400,4000,36300,75400,135200,286300,281400,33000,27100,26500,12300,142300,142200,142100,142000,141900,141800,141700,141600,141500,141400,800,1600,3400,38900,16300,14000,75700,18700,37600,6600,18685593,260773365,4665518,11468360,153600,125600,135900,148700
203056,000009.SZ,95030000,139600,142600,136200,142400,142500,142600,142700,142800,142900,143000,143100,143200,143300,143400,2500,39800,75400,136900,286300,296700,33000,27600,26500,12700,142400,142200,142100,142000,141900,141800,141700,141600,141500,141400,400,300,29800,48400,14300,13200,75800,18700,37500,6600,18705193,261052144,4695118,11490960,153600,125600,135900,148700
203540,000009.SZ,95033000,139600,142600,136200,142600,142700,142800,142900,143000,143100,143200,143300,143400,143500,143600,72600,136800,286300,297800,33000,27600,26500,12700,106800,43200,142600,142500,142400,142300,142200,142100,142000,141900,141800,141700,48500,7600,7700,6900,8100,29000,47900,14500,13200,75800,18792093,262290208,4764818,11521560,153600,125600,136000,148700
204012,000009.SZ,95036000,139600,143000,136200,142800,142900,143000,143100,143200,143300,143400,143500,143600,143700,143800,4900,55600,33000,27600,26500,12300,108200,43200,64800,67800,142800,142700,142600,142500,142400,142300,142200,142100,142000,141900,1600,1000,2400,12500,11200,8400,8100,29000,59200,14500,19590593,273698776,4600818,10808060,153600,125600,135900,149100
204550,000009.SZ,95039000,139600,143000,136200,142800,142900,143000,143100,143200,143300,143400,143500,143600,143700,143800,4900,57100,33000,27600,26500,12300,107500,43200,64800,67800,142800,142700,142600,142500,142400,142300,142200,142100,142000,141900,3100,1500,13000,40400,13200,13400,15400,29000,51700,12300,19626893,274217031,4612218,10812460,153600,125600,136000,149100
204984,000009.SZ,95042000,139600,143000,136200,142900,143000,143100,143200,143300,143400,143500,143600,143700,143800,143900,33800,33000,27400,27000,12300,105500,43200,64800,67400,137900,142900,142800,142700,142600,142500,142400,142300,142200,142100,142000,17400,7900,13400,15500,42200,20700,13400,15500,3000,53100,19674893,274903160,4645918,10784060,153600,125600,136000,149100
205470,000009.SZ,95045000,139600,143000,136200,142900,142900,143000,143100,143200,143300,143400,143500,143600,143700,143800,400,101200,33000,27400,27000,12300,105500,43200,64800,69400,142800,142700,142600,142500,142400,142300,142200,142100,142000,141900,14300,13400,15500,49300,18000,13400,19100,3000,129800,22100,19842793,277303155,4720818,10864960,153600,125600,136100,149100
205985,000009.SZ,95048000,139600,143000,136200,142800,142800,142900,143000,143100,143200,143300,143400,143500,143600,143700,71000,37800,102400,33500,27400,27600,12300,110100,43200,63800,142600,142500,142400,142300,142200,142100,142000,141900,141800,141700,12900,50700,14500,6500,19100,3000,129700,22100,14000,75500,19924393,278468310,4659118,11012160,153600,125600,136100,149000
